Borough,Year,age-group,flow__Barking and Dagenham,flow__Barnet,flow__Bexley,flow__Brent,flow__Bromley,flow__Camden,flow__City of London,flow__Croydon,flow__Ealing,flow__Enfield,flow__Greenwich,flow__Hackney,flow__Hammersmith and Fulham,flow__Haringey,flow__Harrow,flow__Havering,flow__Hillingdon,flow__Hounslow,flow__Islington,flow__Kensington and Chelsea,flow__Kingston upon Thames,flow__Lambeth,flow__Lewisham,flow__Merton,flow__Newham,flow__Redbridge,flow__Richmond upon Thames,flow__Southwark,flow__Sutton,flow__Tower Hamlets,flow__Waltham Forest,flow__Wandsworth,flow__Westminster
Hackney,2011,Age 0-3,18.0069,11.1266,1.1095,4.8205,4.5606,19.8545,1.1839,4.3851,7.7736,19.3244,4.6326,,4.3592,115.4435,2.8691,7.4816,2.3562,4.7097,90.9269,9.7896,1.606,20.0229,10.9093,1.2202,46.7137,29.0295,0.3396,23.046,3.1498,48.9015,50.8632,6.003,15.9424
Hackney,2011,Age 11-15,3.5232,1.244,,2.4348,1.1806,8.5862,1.1839,2.3106,,8.708,4.7224,,,51.0033,,4.6977,2.809,1.2316,34.3449,,,2.3226,4.6452,,14.2071,2.3555,,10.4517,,13.0233,16.4887,,
Hackney,2011,Age 4-10,23.4887,2.488,3.5418,4.8696,3.5418,4.9064,1.1839,6.9318,,24.8799,11.806,,2.4632,130.6184,,3.5233,1.4045,1.2316,71.1434,3.9945,1.2896,3.4839,3.4839,2.39,31.9661,4.7111,1.2896,22.0644,,33.1501,36.5109,,3.9945
Hackney,2012,Age 0-3,5.8599,6.0132,3.9389,14.4283,3.9507,34.0387,2.0004,2.0292,8.5315,52.1509,8.3781,,3.8619,99.5032,,3.2781,7.4617,1.2873,116.6658,6.0628,1.9991,6.5096,2.5588,,29.8593,11.1365,,23.4914,2.552,64.3439,54.4945,5.9046,9.4789
Hackney,2012,Age 11-15,5.1637,1.322,,,1.2794,6.6454,,,1.2873,9.254,3.8382,,1.2873,19.8299,,1.2909,2.6563,2.5746,26.5813,2.6712,,2.5588,,,24.544,7.737,,3.8382,1.276,18.085,18.0526,,2.6712
Hackney,2012,Age 4-10,12.9094,7.932,1.2794,9.3646,1.2794,15.9489,2.5836,,1.2873,39.6595,7.6764,,2.5746,89.8946,,,1.3281,,78.4149,8.0136,2.5818,14.0735,6.397,,41.3371,24.4998,,8.9558,2.552,47.796,42.5522,3.828,4.0068
Hackney,2013,Age 0-3,12.4036,24.5431,7.3933,30.0287,2.4953,19.0665,4.2127,3.2638,8.8345,29.3489,6.1446,,5.1234,75.9566,1.2525,3.6482,1.2295,1.9156,94.4275,11.6961,,13.2938,6.4538,5.1204,35.508,13.6655,,24.087,,58.2528,48.5381,3.2087,17.2883
Hackney,2013,Age 11-15,13.3386,3.6933,,6.2645,2.4899,7.4876,,,1.2185,20.8341,3.6284,,,49.5506,,1.1867,1.2388,,24.7787,6.0019,,4.8619,,,16.9736,10.9443,,6.0991,,19.3608,15.6782,3.637,2.4151
Hackney,2013,Age 4-10,9.681,6.2103,1.2186,7.4739,1.231,6.2268,,6.2063,9.6638,46.9919,6.0908,,5.9885,118.8277,1.2572,7.2912,2.4602,6.0379,53.0342,7.2067,,6.1055,4.8837,2.4114,52.9355,25.4445,,13.3557,,51.8301,61.7093,,17.9978
Hackney,2014,Age 0-3,16.4366,10.6693,,10.9104,1.2587,20.404,2.1057,13.26,3.0854,22.6542,9.5219,,,64.9797,3.1896,2.4899,3.1656,,93.3185,6.5426,,20.1869,11.4085,,51.8382,15.2593,,25.2999,,94.4234,42.4812,15.4082,14.4042
Hackney,2014,Age 11-15,10.0968,2.499,,3.7867,1.3009,8.9126,4.2079,2.498,2.4428,12.3861,2.4904,,1.2236,37.288,,2.5366,2.5341,1.2117,35.6312,2.5997,1.2302,5.0232,4.9296,,18.7285,6.3245,,2.5306,,25.1765,34.0752,3.6882,3.8868
Hackney,2014,Age 4-10,18.7325,11.1243,2.501,1.2445,2.5019,8.873,5.361,6.2167,1.207,38.2158,5.003,,4.8595,119.7061,,6.2595,,1.2334,83.2182,3.8708,,12.4482,9.9039,,72.5138,20.0304,1.231,11.1899,,59.9334,60.1931,,7.7228
Hackney,2015,Age 0-3,12.6095,13.8226,1.2094,12.074,8.1242,24.3344,,5.2076,4.0184,43.8653,6.944,,7.6092,76.166,,1.2223,1.2384,4.3287,101.7832,1.267,,8.8928,6.8884,,62.3283,12.4329,1.2197,19.7255,,40.4327,50.1814,2.3775,14.7099
Hackney,2015,Age 11-15,4.8922,1.2473,,2.4282,1.236,6.2688,,3.6892,1.2122,13.589,1.2153,,,52.0413,1.2246,3.6909,,1.2114,28.7045,1.2728,,4.8732,1.202,1.1656,13.495,12.0595,,4.9199,,18.3688,25.4186,,3.8895
Hackney,2015,Age 4-10,14.786,17.2749,2.4435,6.0585,2.4457,11.1958,,4.8696,,35.6992,7.3283,,4.7835,114.4977,1.2091,4.9158,3.6774,1.1929,71.9658,10.1213,,20.856,2.4637,1.1693,62.1601,26.5751,1.2235,13.4498,,41.3947,67.4215,4.7344,7.6369
Hackney,2016,Age 0-3,16.2542,13.0223,,7.7869,2.4013,19.1245,2.3491,1.2043,6.7358,43.3428,5.6446,,5.6757,101.8672,,1.2218,3.4652,3.5251,89.2168,9.72,,15.1,9.2091,1.1736,53.2455,8.2329,1.216,11.7274,,70.9965,26.718,3.4141,13.6458
Hackney,2016,Age 11-15,8.4909,5.9951,,3.5321,1.214,13.8459,1.256,,,15.6275,1.1836,,3.5181,42.2683,2.3435,1.1911,1.2119,,31.5742,1.2692,,3.6297,3.6338,1.157,22.8393,8.324,,3.5878,,15.7459,23.9843,1.1625,2.5483
Hackney,2016,Age 4-10,11.0208,14.4074,,13.0568,1.2039,18.8712,,2.4332,1.1628,33.639,3.5866,,8.207,103.5209,4.7217,1.2087,4.8391,4.6661,78.0589,8.7571,,16.7854,7.2066,,44.5227,16.7198,1.2213,13.1996,,55.3469,51.1526,1.1595,4.9774
Hammersmith and Fulham,2002,Age 0-3,3.1386,6.1333,0.1627,15.4861,0.2808,15.2758,0.0165,4.0715,33.9743,3.7261,0.2675,13.0879,,2.3799,5.1814,0.262,11.1423,19.4148,5.9913,77.2429,5.8593,19.6372,6.0848,7.6705,4.543,0.7081,4.3554,5.3202,8.2967,1.0885,5.5643,18.3265,25.4666
Hammersmith and Fulham,2002,Age 11-15,,6.3805,1.2465,12.8683,,5.2444,,1.3204,20.6239,3.8284,,3.8321,,,2.5736,2.6896,,18.1974,,18.153,,8.4664,1.2095,2.4046,2.5548,2.4252,8.4692,2.419,1.2023,2.5548,1.2126,8.4158,8.4714
Hammersmith and Fulham,2002,Age 4-10,,2.5522,,16.7287,,5.2444,,11.8836,29.1159,3.8284,,3.8322,,,5.1472,1.3448,3.6599,37.6081,1.3111,65.3514,1.2099,24.1894,7.2569,2.4046,1.2774,3.6378,9.6791,9.6759,,1.2774,7.2756,20.4387,25.4142
Hammersmith and Fulham,2003,Age 0-3,2.7031,10.6071,0.3878,12.8273,0.5315,10.573,0.0244,8.3504,54.4788,0.7766,9.1722,5.9417,,2.0828,8.7218,0.1442,12.3514,19.3706,11.7887,87.6128,4.8603,30.4906,4.5156,5.6212,5.0056,0.8268,5.6256,7.7267,0.6965,3.1025,3.3591,17.0406,23.7942
Hammersmith and Fulham,2003,Age 11-15,3.6357,2.458,,7.1304,,2.4572,,4.0935,22.8874,1.229,2.4512,2.351,,1.229,2.3768,,1.2076,10.8414,,37.8665,,2.4354,4.8708,1.1782,2.351,1.2155,1.1733,4.8707,1.1782,,2.431,2.3564,13.4365
Hammersmith and Fulham,2003,Age 4-10,,6.1451,,22.5796,,7.3715,,6.8225,49.3886,1.229,4.9023,2.351,,3.6871,3.5652,1.2119,9.6609,25.2966,6.1429,73.29,5.8664,19.4828,3.6531,4.7128,1.1755,,12.9062,2.4354,2.3564,2.351,2.431,15.3167,30.5375
Hammersmith and Fulham,2004,Age 0-3,0.4189,7.2917,1.584,14.7056,1.8026,7.9085,0.0399,5.1086,57.3032,5.8348,0.3615,3.7506,,15.1014,7.2727,0.2135,18.4431,18.2463,14.9931,89.8405,3.5348,20.9148,5.03,8.9005,6.9267,7.0157,14.5833,10.1295,2.3797,6.0459,9.6418,12.7269,36.3626
Hammersmith and Fulham,2004,Age 11-15,,3.7545,1.3212,7.092,,3.9765,,5.0563,16.9643,1.2515,,3.6807,,1.2515,2.364,,2.3458,12.1173,3.9765,42.7926,,10.3224,2.5806,1.2155,,1.3269,3.5028,2.5806,,,1.3269,12.155,6.293
Hammersmith and Fulham,2004,Age 4-10,,7.509,1.3212,16.548,,,,8.8486,49.6814,1.2515,6.606,4.9076,,7.5091,3.546,,8.2102,24.2346,6.6277,71.7405,3.5027,12.903,3.8709,6.0775,2.4538,9.2883,8.1731,5.1612,1.2155,,1.3269,8.5085,35.2408
Hammersmith and Fulham,2005,Age 0-3,2.7621,6.1699,0.3666,24.7257,0.6281,18.3507,0.0128,2.9906,44.99,2.5423,1.9945,8.3454,,2.5838,8.2829,0.1023,20.5073,30.4284,5.9069,86.6875,6.4602,12.4942,5.4405,5.1498,3.7266,5.1861,6.7842,11.9121,2.2385,6.5323,4.3334,12.5094,32.2245
Hammersmith and Fulham,2005,Age 11-15,1.3063,4.9131,,4.8312,,1.2678,,2.5124,33.8247,2.4566,2.528,1.2298,,,1.2078,,1.2383,13.288,1.2678,20.0725,,8.9005,1.2715,,,7.2828,2.4028,8.9005,,2.4597,1.2138,11.0139,17.5636
Hammersmith and Fulham,2005,Age 4-10,2.6126,4.913,1.264,16.9093,,8.8747,,6.281,44.6965,1.2283,1.264,9.8385,,4.9132,3.6234,,6.1915,42.2808,3.8034,71.509,2.4028,20.344,3.8145,1.2238,9.8387,6.069,3.6043,10.172,,1.2298,3.6414,19.5804,25.0907
Hammersmith and Fulham,2006,Age 0-3,1.4578,3.2657,0.2437,37.0095,0.4335,7.6197,0.0776,4.3715,43.566,7.8825,1.7371,4.2357,,6.9246,9.9513,0.1762,14.9232,20.6229,12.7624,90.4549,3.3885,24.559,5.9582,5.4235,8.7898,4.1762,8.2095,10.4098,2.5647,6.4507,2.7934,24.2149,54.5129
Hammersmith and Fulham,2006,Age 11-15,,,,5.947,,2.4187,,1.2508,22.9121,1.2175,1.2473,2.4842,,2.435,,,13.6082,10.8531,,24.6617,3.7743,1.2431,,3.6897,2.4842,,2.5162,2.4862,,,,11.0689,9.8648
Hammersmith and Fulham,2006,Age 4-10,3.4893,6.0875,,19.0299,1.2473,7.2562,,2.5016,71.149,7.305,2.4946,4.9684,,7.305,2.3788,1.1631,4.9484,22.9123,3.6282,70.2854,2.5162,8.7017,2.4862,2.4598,4.9684,1.2969,2.5162,9.9448,,6.2105,2.5938,31.9765,20.9624
Hammersmith and Fulham,2007,Age 0-3,0.3809,17.8388,0.3936,35.9759,1.86,6.167,1.2946,4.3136,67.5894,12.6474,1.9889,9.435,,14.6133,7.9021,0.2347,28.7041,26.4334,8.4288,109.1296,1.1685,19.2066,2.9773,7.6189,6.6738,3.474,10.4202,8.4644,3.4632,9.2203,6.0194,24.8423,49.698
Hammersmith and Fulham,2007,Age 11-15,1.3571,7.4658,,6.0164,,3.7371,,4.9576,43.0287,7.4658,,5.006,,7.4658,,0.0179,8.5372,17.9284,4.9828,33.4718,,6.0627,2.425,1.2225,,2.5512,3.5055,1.2125,1.2225,1.2515,3.8268,14.6697,11.1573
